,over_draft,credit_usage,credit_history,purpose,Average_Credit_Balance,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
974,'no checking',30.0,'critical/other existing credit',radio/tv,'<100','1<=X<4',4.0,'female div/dep/mar',none,2.0,car,33.0,none,own,1.0,skilled,1.0,yes,yes,0
975,'>=200',24.0,'existing paid',radio/tv,'500<=X<1000','1<=X<4',3.0,'female div/dep/mar',none,3.0,car,57.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
976,'0<=X<200',6.0,'existing paid',radio/tv,'<100','1<=X<4',2.0,'female div/dep/mar',guarantor,3.0,'real estate',64.0,none,own,1.0,skilled,1.0,none,yes,0
977,'0<=X<200',18.0,'delayed previously',business,'no known savings','>=7',4.0,'male single',none,2.0,'life insurance',42.0,none,own,2.0,skilled,1.0,none,yes,0
978,'no checking',24.0,'delayed previously','new car','<100','>=7',4.0,'male single',none,4.0,car,47.0,none,own,2.0,'unskilled resident',2.0,none,yes,1
979,'0<=X<200',15.0,'all paid','new car','100<=X<500','1<=X<4',2.0,'male mar/wid',none,2.0,'life insurance',25.0,none,rent,1.0,skilled,1.0,none,yes,1
980,'0<=X<200',30.0,'critical/other existing credit',furniture/equipment,'<100','4<=X<7',2.0,'male single',none,2.0,'life insurance',49.0,none,own,1.0,skilled,1.0,none,yes,1
981,'no checking',48.0,'existing paid',business,'<100',unemployed,3.0,'male single',none,2.0,car,33.0,bank,rent,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,1
982,'>=200',21.0,'existing paid','new car','100<=X<500','1<=X<4',1.0,'female div/dep/mar',none,1.0,car,28.0,bank,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
983,'<0',36.0,'existing paid','used car','<100','1<=X<4',2.0,'male single',none,2.0,'life insurance',26.0,none,own,1.0,skilled,2.0,none,yes,1
984,'no checking',24.0,'critical/other existing credit',furniture/equipment,'<100','4<=X<7',2.0,'male single',none,2.0,'life insurance',30.0,none,own,2.0,'unskilled resident',1.0,none,yes,0
985,'<0',15.0,'critical/other existing credit',furniture/equipment,'<100','1<=X<4',4.0,'female div/dep/mar',none,3.0,'life insurance',25.0,none,rent,2.0,skilled,1.0,none,yes,0
986,'>=200',42.0,'no credits/all paid',business,'<100','<1',2.0,'male div/sep',none,1.0,'life insurance',33.0,none,own,2.0,skilled,1.0,none,yes,0
987,'no checking',13.0,'existing paid',radio/tv,'100<=X<500',unemployed,2.0,'female div/dep/mar',none,4.0,'real estate',64.0,none,own,1.0,skilled,1.0,none,yes,0
988,'<0',24.0,'existing paid','used car','<100',unemployed,4.0,'male single',none,2.0,'no known property',29.0,none,'for free',1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
989,'0<=X<200',24.0,'critical/other existing credit',radio/tv,'<100','>=7',4.0,'male single',none,2.0,'life insurance',48.0,none,own,2.0,'unskilled resident',1.0,none,yes,0
990,'no checking',12.0,'critical/other existing credit',education,'no known savings','<1',2.0,'male single',none,1.0,'life insurance',37.0,none,own,2.0,'unskilled resident',2.0,none,yes,0
991,'no checking',15.0,'all paid',radio/tv,'100<=X<500','>=7',4.0,'male single',none,4.0,car,34.0,bank,own,1.0,'unskilled resident',2.0,none,yes,0
992,'<0',18.0,'existing paid',radio/tv,'no known savings','4<=X<7',2.0,'male mar/wid',none,4.0,car,23.0,none,rent,2.0,'unskilled resident',1.0,none,yes,0
993,'<0',36.0,'existing paid',furniture/equipment,'<100',unemployed,4.0,'male single',none,3.0,'life insurance',30.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
994,'no checking',12.0,'existing paid','new car','no known savings','>=7',4.0,'male single',none,3.0,car,50.0,none,own,1.0,skilled,1.0,yes,yes,0
995,'no checking',12.0,'existing paid',furniture/equipment,'<100','4<=X<7',3.0,'female div/dep/mar',none,4.0,'real estate',31.0,none,own,1.0,'unskilled resident',1.0,none,yes,0
996,'<0',30.0,'existing paid','used car','<100','1<=X<4',4.0,'male div/sep',none,4.0,'life insurance',40.0,none,own,1.0,'high qualif/self emp/mgmt',1.0,yes,yes,0
997,'no checking',12.0,'existing paid',radio/tv,'<100','>=7',4.0,'male single',none,4.0,car,38.0,none,own,1.0,skilled,1.0,none,yes,0
998,'<0',45.0,'existing paid',radio/tv,'<100','1<=X<4',4.0,'male single',none,4.0,'no known property',23.0,none,'for free',1.0,skilled,1.0,yes,yes,1
999,'0<=X<200',45.0,'critical/other existing credit','used car','100<=X<500',unemployed,3.0,'male single',none,4.0,car,27.0,none,own,1.0,skilled,1.0,none,yes,0
